VehicleTypeId,Description,Year,Month,Count,Amount
4,PRIVATE MOTOR CAR/JEEP CAR,2018,11,3760,81549363
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,11,2,85357
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,11,261,3047107
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,11,4,102462
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,11,19,710500
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,11,3,145312
18,CRANE,2018,11,1,83911
19,LOADER                                       ,2018,11,6,497505
21,TEMPO,2018,11,176,810665
23,FORKLIFT,2018,11,1,22863
26,BUS,2018,11,4,216387
1,MOPED/SCOOTER                                ,2018,12,6150,6851899
2,MOTOR CYCLE                                  ,2018,12,6520,8438611
3,AUTO RICKSHAW,2018,12,128,510453
4,PRIVATE MOTOR CAR/JEEP CAR,2018,12,2795,50828789
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,12,3,50625
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,12,211,2794980
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,12,1,23983
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,12,7,236002
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,12,4,140066
12,TRAILER UPTO 2 TON,2018,12,3,9420
18,CRANE,2018,12,1,34955
19,LOADER                                       ,2018,12,9,615953
21,TEMPO,2018,12,234,1071955
22,ROLLER,2018,12,2,53096
23,FORKLIFT,2018,12,2,57083
26,BUS,2018,12,37,1888572
1,MOPED/SCOOTER                                ,2019,1,6460,7211368
2,MOTOR CYCLE                                  ,2019,1,6317,7807977
3,AUTO RICKSHAW,2019,1,157,627154
4,PRIVATE MOTOR CAR/JEEP CAR,2019,1,2606,55624336
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2019,1,1,21465
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,1,294,3505602
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2019,1,2,44000
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,1,12,398092
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,1,11,524234
12,TRAILER UPTO 2 TON,2019,1,60,190552
18,CRANE,2019,1,2,72500
19,LOADER                                       ,2019,1,2,133163
20,WHEEL DOZER                                  ,2019,1,1,1476
21,TEMPO,2019,1,151,678885
23,FORKLIFT,2019,1,3,94282
24,CONCRETE MIXER,2019,1,1,100000
25,TANKER,2019,1,2,25721
26,BUS,2019,1,5,243388
1,MOPED/SCOOTER                                ,2019,2,4826,5384421
2,MOTOR CYCLE                                  ,2019,2,4938,6428325
3,AUTO RICKSHAW,2019,2,300,1199109
4,PRIVATE MOTOR CAR/JEEP CAR,2019,2,1952,44013565
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2019,2,1,29237
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2019,2,2,37978
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,2,258,3103831
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2019,2,2,40849
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,2,1,28797
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,2,10,581030
12,TRAILER UPTO 2 TON,2019,2,17,60248
18,CRANE,2019,2,3,139851
19,LOADER                                       ,2019,2,3,254368
21,TEMPO,2019,2,397,1790352
24,CONCRETE MIXER,2019,2,1,98125
25,TANKER,2019,2,1,75032
26,BUS,2019,2,53,2760657
27,AMBULANCE,2019,2,1,45417
1,MOPED/SCOOTER                                ,2019,3,4883,5488964
2,MOTOR CYCLE                                  ,2019,3,4630,6050263
3,AUTO RICKSHAW,2019,3,258,1026651
4,PRIVATE MOTOR CAR/JEEP CAR,2019,3,2091,49463037
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2019,3,3,66050
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,3,214,2764138
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2019,3,8,183143
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,3,18,717246
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,3,11,604630
12,TRAILER UPTO 2 TON,2019,3,30,95427
18,CRANE,2019,3,1,42203
19,LOADER                                       ,2019,3,3,228942
21,TEMPO,2019,3,313,1423367
25,TANKER,2019,3,5,281550
26,BUS,2019,3,21,946696
28,SWEEPING MACHINE,2019,3,2,470000
1,MOPED/SCOOTER                                ,2019,4,4955,5500497
2,MOTOR CYCLE                                  ,2019,4,5248,6835257
3,AUTO RICKSHAW,2019,4,239,951494
4,PRIVATE MOTOR CAR/JEEP CAR,2019,4,2237,52479149
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2019,4,1,32000
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2019,4,5,145750
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,4,276,3583039
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2019,4,5,148566
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,4,5,228306
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,4,5,353570
18,CRANE,2019,4,1,37074
21,TEMPO,2019,4,261,1190626
22,ROLLER,2019,4,1,67850
26,BUS,2019,4,14,557933
27,AMBULANCE,2019,4,2,65016
1,MOPED/SCOOTER                                ,2019,5,6657,7583750
2,MOTOR CYCLE                                  ,2019,5,4499,5991268
3,AUTO RICKSHAW,2019,5,166,669201
4,PRIVATE MOTOR CAR/JEEP CAR,2019,5,2271,45237992
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2019,5,3,77357
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,5,151,1829889
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2019,5,1,29758
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,5,17,505460
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,5,14,1783431
12,TRAILER UPTO 2 TON,2019,5,12,31950
19,LOADER                                       ,2019,5,5,304433
21,TEMPO,2019,5,211,966704
23,FORKLIFT,2019,5,1,61213
24,CONCRETE MIXER,2019,5,2,169700
26,BUS,2019,5,32,1721732
27,AMBULANCE,2019,5,2,49277
1,MOPED/SCOOTER                                ,2019,6,5301,6021025
2,MOTOR CYCLE                                  ,2019,6,4428,5830037
3,AUTO RICKSHAW,2019,6,203,815070
4,PRIVATE MOTOR CAR/JEEP CAR,2019,6,1705,35281792
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2019,6,2,46598
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,6,145,1881081
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2019,6,1,25428
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,6,17,508258
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,6,4,247309
12,TRAILER UPTO 2 TON,2019,6,1,3125
18,CRANE,2019,6,2,95155
19,LOADER                                       ,2019,6,2,120650
21,TEMPO,2019,6,207,952633
23,FORKLIFT,2019,6,1,35046
24,CONCRETE MIXER,2019,6,1,97350
25,TANKER,2019,6,1,5440
26,BUS,2019,6,43,2309150
27,AMBULANCE,2019,6,2,76188
1,MOPED/SCOOTER                                ,2019,7,5431,6165930
2,MOTOR CYCLE                                  ,2019,7,4026,5294466
3,AUTO RICKSHAW,2019,7,261,1056254
4,PRIVATE MOTOR CAR/JEEP CAR,2019,7,1555,33608518
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,7,129,1687762
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2019,7,4,91410
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,7,3,85585
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,7,8,344802
12,TRAILER UPTO 2 TON,2019,7,10,28786
18,CRANE,2019,7,2,76440
19,LOADER                                       ,2019,7,3,240175
21,TEMPO,2019,7,145,672127
25,TANKER,2019,7,3,16250
26,BUS,2019,7,55,2397901
1,MOPED/SCOOTER                                ,2019,8,5837,6668084
2,MOTOR CYCLE                                  ,2019,8,4879,6341588
3,AUTO RICKSHAW,2019,8,291,1184757
4,PRIVATE MOTOR CAR/JEEP CAR,2019,8,1535,32680253
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2019,8,2,19765
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2019,8,9,297085
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,8,161,2048835
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2019,8,3,79173
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,8,1,37185
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,8,13,788813
12,TRAILER UPTO 2 TON,2019,8,1,5250
17,EXCAVATOR,2019,8,1,47500
18,CRANE,2019,8,3,174881
21,TEMPO,2019,8,181,834195
23,FORKLIFT,2019,8,1,26255
26,BUS,2019,8,37,1703904
27,AMBULANCE,2019,8,1,32373
1,MOPED/SCOOTER                                ,2019,9,4645,5318722
2,MOTOR CYCLE                                  ,2019,9,4204,5748424
3,AUTO RICKSHAW,2019,9,140,579314
4,PRIVATE MOTOR CAR/JEEP CAR,2019,9,1492,32227917
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2019,9,3,94658
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,9,169,2069779
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,9,3,99501
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,9,3,202169
12,TRAILER UPTO 2 TON,2019,9,16,40995
18,CRANE,2019,9,1,85396
19,LOADER                                       ,2019,9,6,285250
21,TEMPO,2019,9,195,891980
23,FORKLIFT,2019,9,1,38203
26,BUS,2019,9,2,126440
1,MOPED/SCOOTER                                ,2019,10,3793,4400991
2,MOTOR CYCLE                                  ,2019,10,3479,4642579
3,AUTO RICKSHAW,2019,10,317,1321009
4,PRIVATE MOTOR CAR/JEEP CAR,2019,10,2327,55307445
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2019,10,5,107645
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,10,226,2733129
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2019,10,4,132151
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,10,2,54275
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,10,8,375405
12,TRAILER UPTO 2 TON,2019,10,22,64825
19,LOADER                                       ,2019,10,2,130638
21,TEMPO,2019,10,225,1016715
26,BUS,2019,10,11,474759
1,MOPED/SCOOTER                                ,2019,11,6792,7934025
2,MOTOR CYCLE                                  ,2019,11,7266,9570791
3,AUTO RICKSHAW,2019,11,175,731953
4,PRIVATE MOTOR CAR/JEEP CAR,2019,11,2958,63774977
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,11,171,2180822
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2019,11,4,91326
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,11,3,105948
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,11,10,398080
12,TRAILER UPTO 2 TON,2019,11,5,14742
19,LOADER                                       ,2019,11,1,60891
21,TEMPO,2019,11,243,1141518
26,BUS,2019,11,6,327117
1,MOPED/SCOOTER                                ,2019,12,5780,6799769
2,MOTOR CYCLE                                  ,2019,12,6122,7857213
3,AUTO RICKSHAW,2019,12,294,1234617
4,PRIVATE MOTOR CAR/JEEP CAR,2019,12,1799,45211355
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2019,12,1,36510
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2019,12,248,3071656
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2019,12,1,28945
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2019,12,7,320895
12,TRAILER UPTO 2 TON,2019,12,10,32934
19,LOADER                                       ,2019,12,3,192694
21,TEMPO,2019,12,378,1779668
24,CONCRETE MIXER,2019,12,3,168750
26,BUS,2019,12,6,301709
27,AMBULANCE,2019,12,1,32178
1,MOPED/SCOOTER                                ,2020,1,4220,5014497
2,MOTOR CYCLE                                  ,2020,1,4139,5418694
3,AUTO RICKSHAW,2020,1,157,661053
4,PRIVATE MOTOR CAR/JEEP CAR,2020,1,2032,48653456
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2020,1,1,36356
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2020,1,253,3281229
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2020,1,5,108558
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2020,1,5,164522
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2020,1,10,571916
12,TRAILER UPTO 2 TON,2020,1,1,2800
17,EXCAVATOR,2020,1,1,153400
19,LOADER                                       ,2020,1,1,103250
21,TEMPO,2020,1,276,1307452
23,FORKLIFT,2020,1,1,25518
26,BUS,2020,1,3,168922
27,AMBULANCE,2020,1,1,32412
1,MOPED/SCOOTER                                ,2020,2,3960,4700400
2,MOTOR CYCLE                                  ,2020,2,4671,6061576
3,AUTO RICKSHAW,2020,2,233,978352
4,PRIVATE MOTOR CAR/JEEP CAR,2020,2,1737,39967656
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2020,2,171,2187088
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2020,2,4,109828
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2020,2,2,82515
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2020,2,6,190185
12,TRAILER UPTO 2 TON,2020,2,1,3375
18,CRANE,2020,2,3,112624
19,LOADER                                       ,2020,2,1,60770
21,TEMPO,2020,2,299,1425499
23,FORKLIFT,2020,2,2,46475
25,TANKER,2020,2,1,5280
26,BUS,2020,2,7,281833
1,MOPED/SCOOTER                                ,2020,3,4710,5802656
2,MOTOR CYCLE                                  ,2020,3,4155,5627530
3,AUTO RICKSHAW,2020,3,145,618098
4,PRIVATE MOTOR CAR/JEEP CAR,2020,3,1431,37792141
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2020,3,1,12860
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2020,3,170,2157270
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2020,3,8,197767
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2020,3,3,91146
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2020,3,5,196755
12,TRAILER UPTO 2 TON,2020,3,4,11640
18,CRANE,2020,3,1,55000
19,LOADER                                       ,2020,3,5,498988
21,TEMPO,2020,3,71,336705
23,FORKLIFT,2020,3,2,66730
24,CONCRETE MIXER,2020,3,1,1013
25,TANKER,2020,3,1,46498
26,BUS,2020,3,26,1164661
1,MOPED/SCOOTER                                ,2020,4,355,404196
2,MOTOR CYCLE                                  ,2020,4,147,204862
4,PRIVATE MOTOR CAR/JEEP CAR,2020,4,1,48365
